id;certificado;cuit;laboratorio;gtin;troquel;comercial;forma;generico;pais;expendio;trazabilidad;presentacion;precio;es_hospitalario
89.580;48152;30500846301;Abbott Laboratories Argentina S.A.;;;Jevity Plus;Solucion;Carbonato De Calcio 90,4 Mg % + Fosfato De Magnesio 152 Mg % + Carboximetilcisteina ,109 Mg % + Sulfato Ferroso 5,1 Mg % + Cloruro De Magnesio  Cs + Dextrosa  Cs + Cianocobalamina ,4 Mcg % + Acido Folico 40,9 Mcg % + Vitamina K1 9,8 Mcg % + Ioduro De Potasio 21,6 Mcg % + Cloruro De Potasio 249 Mg % + Citrato De Potasio ,141 Mg % + Retinol 271 Mcg % + Betacaroteno 249 Mcg % + Riboflavina 325 Mcg % + Niacinamida 1,6 Mg % + Biotina 6,4 Mcg % + Pantotenato De Calcio 1,3 Mg % + Acido Ascorbico 21,7 Mg % + Vitamina D3 53,1 Mcg % + Tocoferol 5,572 Mg % + L-Carnitina 10,1 Mg % + Fosfato Tricalcico 27,1 Mg % + Sulfato De Manganeso 1,2 Mg % + Carboximetilcelulosa Sodica 107 Mg % + Sulfato De Cobre 585 Mcg % + Zinc Sulfato 3,4 Mg % + Cloruro De Cromo 17,4 Mcg % + Agua 80,7 G % + Acido Citrico 3 G % + Lecitina ,197 Mg % + Molibdato De Sodio 27,2 Mcg % + Caseinato De Calcio 1,5 G % + Taurina 16,2 Mg % + Cloruro De Colina 68,2 Mg % + Caseinato De Sodio 3,3 G % + Aceite De Maiz ,76 G % + Aceite De Canola 1,1 G % + Aislado De Proteina De Soja 1,25 G % + Tiamina Clorhidrato 336 Mcg % + Piridoxina Clorhidrato 401 Mcg % + Fosfato Dibasico De Potasio ,033 Mg % + Selenato De Sodio 17,9 Mcg % + Dextrinas Y Maltosa 12,943 Mg % + Aceite De Coco 1,066 Mg % + Hidroxido De Potasio 8,4 Mg % + Citrato De Sodio 217 Mg % + Dl Alfatocoferol Acetato 2,5 Mg % + Aceite De Girasol 1,1 G % + Fructooligasacarido 1,1 Mg % + Maltodextrina De18 21,1 G % + Fibra De Soja Fibrim 300 726 Mg %;;Bajo Receta;;Envase Por 1500;;0
89.579;48152;30500846301;Abbott Laboratories Argentina S.A.;;;Jevity Plus;Solucion;Carbonato De Calcio 90,4 Mg % + Fosfato De Magnesio 152 Mg % + Carboximetilcisteina ,109 Mg % + Sulfato Ferroso 5,1 Mg % + Cloruro De Magnesio  Cs + Dextrosa  Cs + Cianocobalamina ,4 Mcg % + Acido Folico 40,9 Mcg % + Vitamina K1 9,8 Mcg % + Ioduro De Potasio 21,6 Mcg % + Cloruro De Potasio 249 Mg % + Citrato De Potasio ,141 Mg % + Retinol 271 Mcg % + Betacaroteno 249 Mcg % + Riboflavina 325 Mcg % + Niacinamida 1,6 Mg % + Biotina 6,4 Mcg % + Pantotenato De Calcio 1,3 Mg % + Acido Ascorbico 21,7 Mg % + Vitamina D3 53,1 Mcg % + Tocoferol 5,572 Mg % + L-Carnitina 10,1 Mg % + Fosfato Tricalcico 27,1 Mg % + Sulfato De Manganeso 1,2 Mg % + Carboximetilcelulosa Sodica 107 Mg % + Sulfato De Cobre 585 Mcg % + Zinc Sulfato 3,4 Mg % + Cloruro De Cromo 17,4 Mcg % + Agua 80,7 G % + Acido Citrico 3 G % + Lecitina ,197 Mg % + Molibdato De Sodio 27,2 Mcg % + Caseinato De Calcio 1,5 G % + Taurina 16,2 Mg % + Cloruro De Colina 68,2 Mg % + Caseinato De Sodio 3,3 G % + Aceite De Maiz ,76 G % + Aceite De Canola 1,1 G % + Aislado De Proteina De Soja 1,25 G % + Tiamina Clorhidrato 336 Mcg % + Piridoxina Clorhidrato 401 Mcg % + Fosfato Dibasico De Potasio ,033 Mg % + Selenato De Sodio 17,9 Mcg % + Dextrinas Y Maltosa 12,943 Mg % + Aceite De Coco 1,066 Mg % + Hidroxido De Potasio 8,4 Mg % + Citrato De Sodio 217 Mg % + Dl Alfatocoferol Acetato 2,5 Mg % + Aceite De Girasol 1,1 G % + Fructooligasacarido 1,1 Mg % + Maltodextrina De18 21,1 G % + Fibra De Soja Fibrim 300 726 Mg %;;Bajo Receta;;Envase Por 1000;;0
89.576;48152;30500846301;Abbott Laboratories Argentina S.A.;;;Jevity Plus;Solucion;Carbonato De Calcio 90,4 Mg % + Fosfato De Magnesio 152 Mg % + Carboximetilcisteina ,109 Mg % + Sulfato Ferroso 5,1 Mg % + Cloruro De Magnesio  Cs + Dextrosa  Cs + Cianocobalamina ,4 Mcg % + Acido Folico 40,9 Mcg % + Vitamina K1 9,8 Mcg % + Ioduro De Potasio 21,6 Mcg % + Cloruro De Potasio 249 Mg % + Citrato De Potasio ,141 Mg % + Retinol 271 Mcg % + Betacaroteno 249 Mcg % + Riboflavina 325 Mcg % + Niacinamida 1,6 Mg % + Biotina 6,4 Mcg % + Pantotenato De Calcio 1,3 Mg % + Acido Ascorbico 21,7 Mg % + Vitamina D3 53,1 Mcg % + Tocoferol 5,572 Mg % + L-Carnitina 10,1 Mg % + Fosfato Tricalcico 27,1 Mg % + Sulfato De Manganeso 1,2 Mg % + Carboximetilcelulosa Sodica 107 Mg % + Sulfato De Cobre 585 Mcg % + Zinc Sulfato 3,4 Mg % + Cloruro De Cromo 17,4 Mcg % + Agua 80,7 G % + Acido Citrico 3 G % + Lecitina ,197 Mg % + Molibdato De Sodio 27,2 Mcg % + Caseinato De Calcio 1,5 G % + Taurina 16,2 Mg % + Cloruro De Colina 68,2 Mg % + Caseinato De Sodio 3,3 G % + Aceite De Maiz ,76 G % + Aceite De Canola 1,1 G % + Aislado De Proteina De Soja 1,25 G % + Tiamina Clorhidrato 336 Mcg % + Piridoxina Clorhidrato 401 Mcg % + Fosfato Dibasico De Potasio ,033 Mg % + Selenato De Sodio 17,9 Mcg % + Dextrinas Y Maltosa 12,943 Mg % + Aceite De Coco 1,066 Mg % + Hidroxido De Potasio 8,4 Mg % + Citrato De Sodio 217 Mg % + Dl Alfatocoferol Acetato 2,5 Mg % + Aceite De Girasol 1,1 G % + Fructooligasacarido 1,1 Mg % + Maltodextrina De18 21,1 G % + Fibra De Soja Fibrim 300 726 Mg %;;Bajo Receta;;Envase Por 1000;;0
89.575;48152;30500846301;Abbott Laboratories Argentina S.A.;;;Jevity Plus;Solucion;Carbonato De Calcio 90,4 Mg % + Fosfato De Magnesio 152 Mg % + Carboximetilcisteina ,109 Mg % + Sulfato Ferroso 5,1 Mg % + Cloruro De Magnesio  Cs + Dextrosa  Cs + Cianocobalamina ,4 Mcg % + Acido Folico 40,9 Mcg % + Vitamina K1 9,8 Mcg % + Ioduro De Potasio 21,6 Mcg % + Cloruro De Potasio 249 Mg % + Citrato De Potasio ,141 Mg % + Retinol 271 Mcg % + Betacaroteno 249 Mcg % + Riboflavina 325 Mcg % + Niacinamida 1,6 Mg % + Biotina 6,4 Mcg % + Pantotenato De Calcio 1,3 Mg % + Acido Ascorbico 21,7 Mg % + Vitamina D3 53,1 Mcg % + Tocoferol 5,572 Mg % + L-Carnitina 10,1 Mg % + Fosfato Tricalcico 27,1 Mg % + Sulfato De Manganeso 1,2 Mg % + Carboximetilcelulosa Sodica 107 Mg % + Sulfato De Cobre 585 Mcg % + Zinc Sulfato 3,4 Mg % + Cloruro De Cromo 17,4 Mcg % + Agua 80,7 G % + Acido Citrico 3 G % + Lecitina ,197 Mg % + Molibdato De Sodio 27,2 Mcg % + Caseinato De Calcio 1,5 G % + Taurina 16,2 Mg % + Cloruro De Colina 68,2 Mg % + Caseinato De Sodio 3,3 G % + Aceite De Maiz ,76 G % + Aceite De Canola 1,1 G % + Aislado De Proteina De Soja 1,25 G % + Tiamina Clorhidrato 336 Mcg % + Piridoxina Clorhidrato 401 Mcg % + Fosfato Dibasico De Potasio ,033 Mg % + Selenato De Sodio 17,9 Mcg % + Dextrinas Y Maltosa 12,943 Mg % + Aceite De Coco 1,066 Mg % + Hidroxido De Potasio 8,4 Mg % + Citrato De Sodio 217 Mg % + Dl Alfatocoferol Acetato 2,5 Mg % + Aceite De Girasol 1,1 G % + Fructooligasacarido 1,1 Mg % + Maltodextrina De18 21,1 G % + Fibra De Soja Fibrim 300 726 Mg %;;Bajo Receta;;Envase Por 275;;0
91.826;43239;30500846301;Abbott Laboratories Argentina S.A.;07790440542910;366600;Isontyn 2 Mg;Comprimido Ranurado Dividosis;Terazosina (Como Clorhidrato) 2 Mg;;Bajo Receta;Fuera de disposición;Blister Por 14 Unidades;85,08;0
93.613;42383;30500846301;Abbott Laboratories Argentina S.A.;;;Alitraq;Polvo Para Suspensión Oral;L-Triptofano 102,4 Mg + L-Metionina 387 Mg + Fructosa 4,0419 G + L-Arginina 1,17 G + L-Fenilalanina 603 Mg + L-Histidina 212,2 Mg + L-Isoleucina 553,5 Mg + L-Leucina 830,3 Mg + Ioduro De Potasio ,0573 Mg + L-Lisina 668,3 Mg + L-Tirosina 393,8 Mg + L-Treonina 526,6 Mg + L-Valina 767,3 Mg + L-Glutamina 6,3099 G + Vitamina A Palmitato ,533 Mg + Acido Ascorbico 219,9 Mg + Carnitina 49,7 Mg + Fosfato De Calcio Tribasico 832,5 Mg + Magnesio Sulfato 1,296 G + Taurina 101 Mg + Cloruro De Colina 185 Mg + Citrato De Sodio 587,3 Mg + Aceite De Coco Fraccionado 3,7461 G + Aceite De Cartamo 3,3224 G + Premezcla De Minerales 66,0538 Mg + Premezcla Vitaminica 40,863 Mg + Concentrado De Vitaminas 27 Mg + Maltrin M040 60,798 G + Fosfato Dibasico 630 Mg + Concentrado Proteico De Suero De La Leche 2,81 G + Hidrolizado De Lactoalbumina 2,02 G + Esencia Natural Y Artificial De Mantequilla ,146 G + Hidrolizado Proteico De Soja 9,064 G + Seakem -Cm- 514 33,8 Mg + Cloruro De Sodio 360 Mg + Citrato De Potasio 295,1 G;;Bajo Receta;;Sobre Por 76;;0
93.612;42383;30500846301;Abbott Laboratories Argentina S.A.;;;Alitraq;Polvo Para Suspensión Oral;L-Triptofano 102,4 Mg + L-Metionina 387 Mg + Fructosa 4,0419 G + L-Arginina 1,17 G + L-Fenilalanina 603 Mg + L-Histidina 212,2 Mg + L-Isoleucina 553,5 Mg + L-Leucina 830,3 Mg + Ioduro De Potasio ,0573 Mg + L-Lisina 668,3 Mg + L-Tirosina 393,8 Mg + L-Treonina 526,6 Mg + L-Valina 767,3 Mg + L-Glutamina 6,3099 G + Vitamina A Palmitato ,533 Mg + Acido Ascorbico 219,9 Mg + Carnitina 49,7 Mg + Fosfato De Calcio Tribasico 832,5 Mg + Magnesio Sulfato 1,296 G + Taurina 101 Mg + Cloruro De Colina 185 Mg + Citrato De Sodio 587,3 Mg + Aceite De Coco Fraccionado 3,7461 G + Aceite De Cartamo 3,3224 G + Premezcla De Minerales 66,0538 Mg + Premezcla Vitaminica 40,863 Mg + Concentrado De Vitaminas 27 Mg + Maltrin M040 60,798 G + Fosfato Dibasico 630 Mg + Concentrado Proteico De Suero De La Leche 2,81 G + Hidrolizado De Lactoalbumina 2,02 G + Esencia Natural Y Artificial De Mantequilla ,146 G + Hidrolizado Proteico De Soja 9,064 G + Seakem -Cm- 514 33,8 Mg + Cloruro De Sodio 360 Mg + Citrato De Potasio 295,1 G;;Bajo Receta;;Sobre Por 6;;0
94.484;41241;30500846301;Abbott Laboratories Argentina S.A.;07790440104026;361428;Survanta;Suspension Intratraqueal;Surfactante 25 Mg / Ml;Estados Unidos (Estados Unidos De America);Bajo Receta;1831/12 Anexo;1 Frasco Ampolla Por 4 Ml;3513,37;0
94.485;41241;30500846301;Abbott Laboratories Argentina S.A.;07790440104019;361428;Survanta;Suspension Intratraqueal;Surfactante 25 Mg / Ml;Estados Unidos (Estados Unidos De America);Bajo Receta;1831/12 Anexo;1 Frasco Ampolla Por 8 Ml;5275,36;0
113.899;50824;30500846301;Abbott Laboratories Argentina S.A.;08002660012005;580613;Humira Pen;Solucion Inyectable;Adalimumab 40 Mg;Alemania (Republica Federal De Alemania);Bajo Receta Archivada;3683/11;2 Lapicera Para Inyección Por ,8 Ml;23636,95;0
96.402;38638;30500846301;Abbott Laboratories Argentina S.A.;07790440382622;492877;Valcote Er 250 Mg;Comprimido De Liberacion Controlada;Divalproato Sodico 250 Mg;;Bajo Receta;1831/12 Anexo;1 Frasco Por 50 Unidades;527,06;0
68.999;38638;30500846301;Abbott Laboratories Argentina S.A.;07790440621424;306101;Valcote 250 Mg;Comprimido Recubierto;Divalproato Sodico 250 Mg;;Bajo Receta;1831/12 Anexo;1 Frasco Por 50 Unidades;238,75;0
70.809;35702;30500846301;Abbott Laboratories Argentina S.A.;07790440409619;257932;Normorytmin 150 Mg;Comprimido Recubierto;Propafenona 150 Mg;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;126,85;0
70.811;35702;30500846301;Abbott Laboratories Argentina S.A.;07790440409626;257932;Normorytmin 150 Mg;Comprimido Recubierto;Propafenona 150 Mg;;Bajo Receta;Fuera de disposición;Blister Por 50 Unidades;271,55;0
191.309;38638;30500846301;Abbott Laboratories Argentina S.A.;07790440120453;425597;Valcote Sprinkle;Capsula;Divalproato Sodico 125 Mg;;Bajo Receta;1831/12 Anexo;1 Envase Por 100 Unidades;424,09;0
70.875;38638;30500846301;Abbott Laboratories Argentina S.A.;07790440120446;425597;Valcote Sprinkle;Capsula;Divalproato Sodico 125 Mg;;Bajo Receta;1831/12 Anexo;1 Envase Por 50 Unidades;221,46;0
70.890;38638;30500846301;Abbott Laboratories Argentina S.A.;07790440621226;;Valcote 125 Mg;Comprimido Recubierto;Divalproato Sodico 125 Mg;;Bajo Receta;1831/12 Anexo;1 Frasco Por 50 Unidades;141,89;0
193.423;44369;30500846301;Abbott Laboratories Argentina S.A.;07790440445648;381567;Sevorane;Solucion Para Inhalar;Sevoflurano 100 %;;Bajo Receta;1831/12 Anexo;1 Frasco Por 250 Ml Mas Tapa De Pe Con Adaptador Para Vaporizador.;2349,54;0
71.257;44369;30500846301;Abbott Laboratories Argentina S.A.;07790440445617;381567;Sevorane;Solucion Para Inhalar;Sevoflurano 100 %;;Bajo Receta;1831/12 Anexo;1 Frasco Por 50 Ml;435,18;0
190.330;44369;30500846301;Abbott Laboratories Argentina S.A.;07790440445631;381567;Sevorane;Solucion Para Inhalar;Sevoflurano 100 %;;Bajo Receta;1831/12 Anexo;1 Frasco Por 100 Ml;743,87;0
71.260;44369;30500846301;Abbott Laboratories Argentina S.A.;07790440445624;381567;Sevorane;Solucion Para Inhalar;Sevoflurano 100 %;;Bajo Receta;1831/12 Anexo;1 Frasco Por 250 Ml Mas Tapa De Pe;2349,54;0
75.360;38638;30500846301;Abbott Laboratories Argentina S.A.;07790440621523;306119;Valcote 500 Mg;Comprimido Recubierto;Divalproato Sodico 500 Mg;;Bajo Receta;1831/12 Anexo;1 Frasco Por 50 Unidades;421,05;0
43.747;38778;30500846301;Abbott Laboratories Argentina S.A.;07790440765616;362301;Klaricid Iv;Inyectable Para Perfusion;Claritromicina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;1 Frasco Ampolla Por 15 Ml;213,65;0
46.594;48832;30500846301;Abbott Laboratories Argentina S.A.;07790440485910;477944;Actos 15 Mg;Comprimido;Pioglitazona Clorhidrato 15 Mg;;Bajo Receta;1831/12 Anexo;1 Frasco Por 15 Unidades;130,98;0
158.128;49719;30712399623;Abbvie Sa;07591142000803;492950-1;Zemplar;Inyectable Para Perfusion;Paricalcitol 5 Mcg / Ml;Italia (Republica Italiana);Bajo Receta;1831/12 Anexo;5 Ampolla Por 1 Ml;2260,68;0
122.287;49719;30712399623;Abbvie Sa;07790440431412;555484-1;Zemplar;Capsula Dura;Paricalcitol 2 Mcg;Estados Unidos (Estados Unidos De America);Bajo Receta;1831/12 Anexo;1 Frasco Por 30 Unidades;4965,43;0
200.333;49719;30712399623;Abbvie Sa;;555484-1;Zemplar;Capsula Dura;Paricalcitol 2 Mcg;Estados Unidos (Estados Unidos De America);Bajo Receta;1831/12 Anexo;1 Frasco Por 30 Unidades;;0
200.334;49719;30712399623;Abbvie Sa;;492950-1;Zemplar;Inyectable Para Perfusion;Paricalcitol 5 Mcg / Ml;Italia (Republica Italiana);Bajo Receta;1831/12 Anexo;5 Ampolla Por 1 Ml;;0
199.462;53205;30661466819;Administracion Nacional De Laboratorios E Institutos De Salud Anlis Dr C G Malbr;;;Vacuna Candi # 1;Polvo Liofilizado Para Inyectable;Virus Junin Vivo Atenuado, Cepa Candid # 1 10000 Ufp/Ml;;Bajo Receta;;Frasco Ampolla Por 10;;0
194.178;51289;30500852131;Air Liquide Argentina S A;;;Nitrogeno Medicinal.;Gas Medicinal;Nitrogeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 10 M3;;1
194.194;56426;30500852131;Air Liquide Argentina S A;;0000;Kinox;Gas Medicinal;Oxido Nitrico 450 Ppm;Francia (Republica Francesa);Bajo Receta (Uso Exclusivo Profesional);Fuera de disposición;1 Envase Por ,94 M3;;1
198.731;51289;30500852131;Air Liquide Argentina S A;;;Nitrogeno Medicinal.;Gas Medicinal;Nitrogeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 16000 Litros;;1
198.730;51289;30500852131;Air Liquide Argentina S A;;;Nitrogeno Medicinal.;Gas Medicinal;Nitrogeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 180 Litros;;1
198.729;51289;30500852131;Air Liquide Argentina S A;;;Nitrogeno Medicinal.;Gas Medicinal;Nitrogeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 160 Litros;;1
194.180;51288;30500852131;Air Liquide Argentina S A;;0000;Aire Sintetico Medicinal;Gas Medicinal;Oxigeno 20,9 % V/V;;Bajo Receta;Fuera de disposición;1 Envase Por 5,5 M3;;1
194.179;51288;30500852131;Air Liquide Argentina S A;;0000;Aire Sintetico Medicinal;Gas Medicinal;Oxigeno 20,9 % V/V;;Bajo Receta;Fuera de disposición;1 Envase Por 1 M3;;1
194.182;52083;30500852131;Air Liquide Argentina S A;;;Oxigeno Medicinal 99.5 % (V/V);Gas Medicinal;Oxigeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 32 Litros;;1
194.181;52083;30500852131;Air Liquide Argentina S A;;;Oxigeno Medicinal 99.5 % (V/V);Gas Medicinal;Oxigeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 150 Litros;;1
198.883;52083;30500852131;Air Liquide Argentina S A;;;Oxigeno Medicinal 99.5 % (V/V);Gas Medicinal;Oxigeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 1 M3;;1
198.884;52083;30500852131;Air Liquide Argentina S A;;;Oxigeno Medicinal 99.5 % (V/V);Gas Medicinal;Oxigeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 4,2 M3;;1
198.886;52083;30500852131;Air Liquide Argentina S A;;;Oxigeno Medicinal 99.5 % (V/V);Gas Medicinal;Oxigeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 8,5 M3;;1
198.888;52083;30500852131;Air Liquide Argentina S A;;;Oxigeno Medicinal 99.5 % (V/V);Gas Medicinal;Oxigeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 18000 M3;;1
198.887;52083;30500852131;Air Liquide Argentina S A;;;Oxigeno Medicinal 99.5 % (V/V);Gas Medicinal;Oxigeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 16000 M3;;1
198.885;52083;30500852131;Air Liquide Argentina S A;;;Oxigeno Medicinal 99.5 % (V/V);Gas Medicinal;Oxigeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 6,4 M3;;1
194.186;52149;30500852131;Air Liquide Argentina S A;;;Protoxido De Nitrogeno Medicinal;Gas Medicinal;Oxido Nitroso 98 % V/V;;Bajo Receta;;1 Envase Por 14 Kg;;1
194.185;52149;30500852131;Air Liquide Argentina S A;;;Protoxido De Nitrogeno Medicinal;Gas Medicinal;Oxido Nitroso 98 % V/V;;Bajo Receta;;1 Envase Por 4 Kg;;1
198.879;52149;30500852131;Air Liquide Argentina S A;;;Protoxido De Nitrogeno Medicinal;Gas Medicinal;Oxido Nitroso 98 % V/V;;Bajo Receta;;1 Envase Por 34 Kg;;1
198.878;52149;30500852131;Air Liquide Argentina S A;;;Protoxido De Nitrogeno Medicinal;Gas Medicinal;Oxido Nitroso 98 % V/V;;Bajo Receta;;1 Envase Por 22 Kg;;1
198.877;52149;30500852131;Air Liquide Argentina S A;;;Protoxido De Nitrogeno Medicinal;Gas Medicinal;Oxido Nitroso 98 % V/V;;Bajo Receta;;1 Envase Por 17 Kg;;1
194.191;51222;30500852131;Air Liquide Argentina S A;;;Dioxido De Carbono Medicinal;Gas Medicinal;Dioxido De Carbono 99,5 %;;Bajo Receta;;1 Cilindro Metalico Por 27 Kg;;1
194.190;51222;30500852131;Air Liquide Argentina S A;;;Dioxido De Carbono Medicinal;Gas Medicinal;Dioxido De Carbono 99,5 %;;Bajo Receta;;1 Cilindro Metalico Por 25 Kg;;1
194.195;56426;30500852131;Air Liquide Argentina S A;;0000;Kinox;Gas Medicinal;Oxido Nitrico 450 Ppm;Francia (Republica Francesa);Bajo Receta (Uso Exclusivo Profesional);Fuera de disposición;1 Envase Por 3,8 M3;;1
194.177;51289;30500852131;Air Liquide Argentina S A;;;Nitrogeno Medicinal.;Gas Medicinal;Nitrogeno 99,5 % V/V;;Bajo Receta;;1 Envase Por 6 M3;;1
166.374;51096;30516842667;Alcon Laboratorios Argentina S A;;86416525;Vigamox;Solucion Oftalmica;Moxifloxacina (Como Clorhidrato) ,5 Mg / Ml;;Bajo Receta;Fuera de disposición;1 Frasco Por 5 Ml;182,54;0
18.160;37420;30516842667;Alcon Laboratorios Argentina S A;;86058121;Plostim 0.5 %;Solucion Oftalmica;Timolol Maleato ,5 G / 100 Ml;;Bajo Receta;Fuera de disposición;1 Frasco Gotero Por 5 Ml;44,62;0
148.478;33206;30516842667;Alcon Laboratorios Argentina S A;;6057711;Isopto Atropina 1 %;Solucion Oftalmica;Atropina Sulfato 1 %;;Bajo Receta;Fuera de disposición;1 Frasco Gotero Por 5 Ml;75,08;0
164.774;53144;30516842667;Alcon Laboratorios Argentina S A;;7792086000038;Systane Ultra;Solucion Oftalmica;Propilenglicol ,3 % + Polietilenglicol 400 ,4 %;;Bajo Receta;Fuera de disposición;Frasco Gotero Por 10;136,05;0
165.641;52760;30516842667;Alcon Laboratorios Argentina S A;;7792086416563;Nevanac;Suspension Oftalmica;Nepafenac ,1 %;;Bajo Receta;Fuera de disposición;Frasco Gotero Por 5;190,33;0
166.368;36066;30516842667;Alcon Laboratorios Argentina S A;;7896548122983;Mirus S;Solucion Oftalmica;Nafazolina Clorhidrato ,012 %;;Venta Libre;Fuera de disposición;1 Frasco Gotero Por 15 Ml;33,93;0
166.823;47213;30516842667;Alcon Laboratorios Argentina S A;;86416372;Azopt;Suspension Oftalmica;Brinzolamida 1 %;;Bajo Receta;Fuera de disposición;1 Frasco Gotero Por 5 Ml;167,84;0
79.933;41013;30516842667;Alcon Laboratorios Argentina S A;;NA;Alcon Lagrimas Ii;Solucion Oftalmica;Dextran 70 ,1 % + Hidroxipropilmetilcelulosa ,3 %;;Bajo Receta;Fuera de disposición;1 Frasco Gotero Por 15 Ml;109,13;0
143.853;43243;30516842667;Alcon Laboratorios Argentina S A;;NA;Anestalcon;Solucion Oftalmica;Proparacaina Clorhidrato ,5 .%;;Bajo Receta;Fuera de disposición;Frasco Gotero Por 15;71,39;0
143.936;53378;30516842667;Alcon Laboratorios Argentina S A;;7792086416587;Duotrav;Solucion Oftalmica;Timolol ,5 % + Travoprost ,004 %;;Bajo Receta;Fuera de disposición;Frasco Gotero Por 2;240,62;0
147.321;55989;30516842667;Alcon Laboratorios Argentina S A;;86000083;Systane Balance;Solucion Oftalmica;Propilenglicol ,6 %;;Bajo Receta;Fuera de disposición;Frasco Gotero Por 10;146,51;0
149.547;34398;30516842667;Alcon Laboratorios Argentina S A;;86057605;Ciclopenal 1%;Solucion Oftalmica;Ciclopentolato Clorhidrato 10 Mg / Ml;;Bajo Receta;Fuera de disposición;1 Frasco Gotero Por 5 Ml;93,47;0
160.018;33190;30516842667;Alcon Laboratorios Argentina S A;;6057766;Isopto Maxidex;Suspension Oftalmica;Dexametasona ,1 %;;Bajo Receta;Fuera de disposición;1 Frasco Gotero Por 5 Ml;96,98;0
125.050;43153;30516842667;Alcon Laboratorios Argentina S A;;NA;Alcon Lagrimas;Solucion Oftalmica;Dextran 70 1 Mg / 1 Ml + Hidroxipropilmetilcelulosa 4000 Cts 3 Mg / 1 Ml;;Bajo Receta;Fuera de disposición;Frasco Gotero Por 15;74,52;0
125.739;43154;30516842667;Alcon Laboratorios Argentina S A;;7792086057537;Alcon Lagrimas;Ungüento Oftalmico;Vaselina Liquida 3 G + Vaselina Solida 100 G + Lanolina Liquida Anhidra 3 G;;Venta Libre;Fuera de disposición;Pomo Por 3;144,09;0
127.874;48092;30516842667;Alcon Laboratorios Argentina S A;;;Genteal;Gel Bucal;Hidroxipropilmetilcelulosa 3 Mg / Ml;;Bajo Receta;;Pomo Por 10;;0
129.036;43152;30516842667;Alcon Laboratorios Argentina S A;;7792086057735;Isopto Carpina 2%;Suspension Oftalmica;Pilocarpina Clorhidrato 2 %;;Bajo Receta;Fuera de disposición;Envase Por 15;59,57;0
132.113;50461;30516842667;Alcon Laboratorios Argentina S A;;7896548140437;Ciloxadex;Suspension Oftalmica;Dexametasona 1 Mg/Ml + Ciprofloxacina 3 Mg/Ml;;Bajo Receta;Fuera de disposición;1 Frasco Por 5 Ml;127,64;0
133.498;50461;30516842667;Alcon Laboratorios Argentina S A;;7896548198575;Ciloxadex;Ungüento Oftalmico;Dexametasona 1 Mg / G + Ciprofloxacina 3 Mg / G;;Bajo Receta;Fuera de disposición;1 Tubo Por 3,5 G;134,33;0
133.512;39163;30516842667;Alcon Laboratorios Argentina S A;07896548158951;000000;Tobradex;Suspension Oftalmica;Tobramicina ,3 % + Dexametasona ,1 %;;Bajo Receta;Fuera de disposición;1 Frasco Gotero Por 5 Ml;77,49;0
133.515;39163;30516842667;Alcon Laboratorios Argentina S A;07896548135075;48135075;Tobradex;Ungüento Oftalmico;Tobramicina ,3 % + Dexametasona ,1 %;;Bajo Receta;Fuera de disposición;1 Pomo Por 3,5 G;91,82;0
192.575;51590;30516842667;Alcon Laboratorios Argentina S A;;416532;Systane;Solucion Oftalmica;Propilenglicol ,3 G / 100 Ml + Polietilenglicol 400 ,4 G / 100 Ml;;Bajo Receta;Fuera de disposición;1 Frasco Gotero Por 15 Ml;134,72;0
